,name,sector,sector_code,ticker
1180638,Wynn LAS Vegas LLC,Accommodation and Food Services,72.0,
1181001,Alliance Bankshares Corp,Finance and Insurance,52.0,ABVA
1181749,"Granite Falls Energy, LLC",Manufacturing,32.0,
1182011,Force Fuels Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1182129,Auxilium Pharmaceuticals Inc,Manufacturing,32.0,AUXL
1182325,Tangoe Inc,Information,51.0,TNGO
1182534,"Volkswagen Auto Lease/Loan Underwritten Funding, LLC",Finance and Insurance,52.0,
1182737,Dakota Territory Resource Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,DTRC
1183082,Genesis Financial Inc,Finance and Insurance,52.0,
1183186,National Financial Partners Corp,Finance and Insurance,52.0,NFP
1183276,"SKY Petroleum, Inc.","Professional, Scientific, and Technical Services",54.0,SKPI
1183765,Threshold Pharmaceuticals Inc,Manufacturing,32.0,THLD
1185198,AEI Income & Growth Fund 25 LLC,Real Estate and Rental and Leasing,53.0,
1185348,PRA Group Inc,Administrative and Support and Waste Management and Remediation Services,56.0,PRAA
1186258,Atel Capital Equipment Fund X LLC,Administrative and Support and Waste Management and Remediation Services,56.0,
1186362,Exopack Holding Corp,Manufacturing,32.0,
1186519,Medistem Inc.,Manufacturing,32.0,MEDS
1187449,CNK Global Inc.,Finance and Insurance,52.0,ALFE
1187953,"Creative Medical Technology Holdings, Inc.",Manufacturing,32.0,
1188382,Wachovia Preferred Funding Corp,Finance and Insurance,52.0,WNAPR
1189396,Somerset Hills Bancorp,Finance and Insurance,52.0,SOMH
1190370,Innovative Designs Inc,Manufacturing,31.0,IVDN
1191334,Cintel Corp,Manufacturing,33.0,CNCN
1191354,"Paradigm OIL & Gas, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,POGI
1191357,Molecular Pharmacology (Usa) Ltd.,Manufacturing,32.0,MLPH
1191359,Arkanova Energy Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,AKVA
1191857,MOD PAC Corp,Manufacturing,32.0,MPAC
1192448,Glaukos Corp,Manufacturing,33.0,
1192494,Anticus International Corp,Educational Services,61.0,ATCI
1193311,Oncor Electric Delivery CO LLC,Utilities,22.0,
1195116,"Arno Therapeutics, Inc",Manufacturing,32.0,ARNI
1195542,Merrill Lynch Depositor Inc Preferredplus Trust Series UPC 1,Finance and Insurance,52.0,
1195734,Potbelly Corp,Accommodation and Food Services,72.0,PBPB
1195933,Infinity Property & Casualty Corp,Finance and Insurance,52.0,IPCC
1196298,Nephros Inc,Manufacturing,33.0,NEPH
1196501,HMS Holdings Corp,Other Services (except Public Administration),81.0,HMSY
1196707,Merrill Lynch Depositor Inc Preferredplus Trust Series Far-1,Finance and Insurance,52.0,
1198415,"Altegris Winton Futures Fund, L.P.",Finance and Insurance,52.0,
1200375,Codexis Inc,Manufacturing,32.0,CDXS
1200408,Lehman ABS Corp Corp Backed Trust Certs SER 02 17 Class A1,Finance and Insurance,52.0,
1200528,Lyynks Inc.,Wholesale Trade,42.0,MSYL
1201135,Credit ONE Financial Inc,"Professional, Scientific, and Technical Services",54.0,COFI
1201663,Audience Inc,Manufacturing,33.0,ADNC
1201792,American Public Education Inc,Educational Services,61.0,APEI
1202273,Golfsmith International Holdings Inc,Retail Trade,45.0,GOLF
1202500,Bristol Myers Squibb Debenture Backed Series 2002-18,Finance and Insurance,52.0,
1203900,China Education Alliance Inc.,Educational Services,61.0,CEU
1203957,Bionovo Inc,Manufacturing,32.0,LTUP
12040,Flanigans Enterprises Inc,Accommodation and Food Services,72.0,BDL
1204560,"MPG Office Trust, Inc.",Finance and Insurance,52.0,MPG
1205181,Imaging3 Inc,Manufacturing,33.0,IMGG
1205332,"Crown City Pictures, Inc.",Information,51.0,MAGN
1205727,"Cbeyond, Inc.",Information,51.0,CBEY
1206133,"Seaniemac International, Ltd.",Other Services (except Public Administration),81.0,COPI
1206264,"Tempur Sealy International, Inc.",Manufacturing,33.0,TPX
1206401,Wells Real Estate Fund XIV LP,"Arts, Entertainment, and Recreation",71.0,
1206942,Golden Grain Energy,Manufacturing,32.0,
1207074,Virtusa Corp,"Professional, Scientific, and Technical Services",54.0,VRTU
1208208,"Digitalglobe, Inc.",Other Services (except Public Administration),81.0,DGI
1208261,Immune Pharmaceuticals Inc,Manufacturing,32.0,EPCTD
1208790,"China Energy Recovery, Inc.",Manufacturing,33.0,CGYV
1209028,Arlington Asset Investment Corp.,Finance and Insurance,52.0,FBR
1209709,Tactical Diversified Futures Fund L.P.,Finance and Insurance,52.0,
1209821,Crosstex Energy Inc,Wholesale Trade,42.0,XTXI
1210227,BNC Bancorp,Finance and Insurance,52.0,BNCN
1210294,Crailar Technologies Inc,Manufacturing,31.0,CRLRF
1210618,"Solar Power, Inc.",Manufacturing,33.0,SOPW
1210708,"Hudson Global, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,HSON
1211211,Median Group Inc,"Professional, Scientific, and Technical Services",54.0,
1211351,"NEW York & Company, Inc.",Retail Trade,44.0,NWY
1211524,Allied Resources Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,ALOD
1211526,Mayfair Mining & Minerals Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1211583,Fennec Pharmaceuticals Inc.,Manufacturing,32.0,ADHXF
1211759,Connecture Inc,Information,51.0,
1211805,"MY Size, Inc.",Information,51.0,
1212458,Proofpoint Inc,Information,51.0,PFPT
1212545,Western Alliance Bancorporation,Finance and Insurance,52.0,WAL
1212641,Brinx Resources LTD,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1213037,"Trovagene, Inc.",Manufacturing,32.0,TROV
1213106,Jetblack Corp,Retail Trade,44.0,JTBK
1213336,RBS Global Inc,Manufacturing,33.0,
1213660,NF Energy Saving Corp,Manufacturing,33.0,NFEC
1214816,Axis Capital Holdings LTD,Finance and Insurance,52.0,AXS
1216596,Nortek Inc,Manufacturing,33.0,NTK
1216752,Pioneer Financial Services Inc,Finance and Insurance,52.0,
1217013,Lehman ABS Corp Duke Capital Note Backed Series 2003-3,Finance and Insurance,52.0,
1217027,Stellar Resources LTD,"Mining, Quarrying, and Oil and Gas Extraction",21.0,SELR
1217234,"Caredx, Inc.",Health Care and Social Assistance,62.0,
1218683,"Ophthalix, Inc.",Manufacturing,32.0,DCMG
1219088,Lehman ABS Corp Hsbc Debenture Backed Series 2003-4,Finance and Insurance,52.0,
1219122,Merrill Lynch Depositor Inc Pplus Trust Series GSG 1,Finance and Insurance,52.0,
1219210,"Ikanos Communications, Inc.",Manufacturing,33.0,IKAN
1219601,Crown Holdings Inc,Manufacturing,33.0,CCK
1220606,Icon Income Fund TEN LLC,Administrative and Support and Waste Management and Remediation Services,56.0,
1220754,Providence Service Corp,Transportation and Warehousing,48.0,PRSC
12208,BIO RAD Laboratories Inc,Manufacturing,33.0,BIO
1221483,Capitalsouth Partners Fund II LP,,,
1221548,Beeston Enterprises LTD,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1221554,3power Energy Group Inc.,Manufacturing,33.0,PSPW
1221749,"Regenocell Therapeutics, Inc.",Manufacturing,32.0,
1222218,"Mopals.Com, Inc.",Finance and Insurance,52.0,MGDA
1222244,Prourocare Medical Inc.,Manufacturing,33.0,PUMD
1222333,Spdr Gold Trust,Finance and Insurance,52.0,
1222840,"Retail Properties OF America, Inc.",Finance and Insurance,52.0,
1222915,Jefferson Bancshares Inc,Finance and Insurance,52.0,JFBI
1223037,Star GAS Finance CO,Retail Trade,45.0,
1223112,Ada-Es Inc,Manufacturing,32.0,ADES
1223389,Conns Inc,Retail Trade,44.0,CONN
1223444,Structured Obligations Corp Select Notes Trust LT SER 2003-1,Finance and Insurance,52.0,
1223533,"Vican Resources, Inc.",Real Estate and Rental and Leasing,53.0,VCAN
1223659,Lehman ABS Corp Boeing Note Backed Series 2003 7,Finance and Insurance,52.0,
1223786,"Nustar GP Holdings, LLC",Transportation and Warehousing,48.0,NSH
1223862,Infoblox Inc,Information,51.0,BLOX
12239,Spherix Inc,Real Estate and Rental and Leasing,53.0,SPEX
1224006,"Hitor Group, Inc.",Manufacturing,33.0,CANU
1224133,Marchex Inc,Other Services (except Public Administration),81.0,MCHX
1224370,"Mindspeed Technologies, Inc",Manufacturing,33.0,MSPD
1224608,"CNO Financial Group, Inc.",Finance and Insurance,52.0,CNO
1224950,PDC 2002 B LTD Partnership,"Professional, Scientific, and Technical Services",54.0,
1224951,PDC 2002 C LTD Partnership,"Professional, Scientific, and Technical Services",54.0,
1224952,PDC 2002 D LTD Partnership,"Professional, Scientific, and Technical Services",54.0,
1225874,VSB Bancorp Inc,Finance and Insurance,52.0,VSBN
1226006,RFS Holding LLC,Finance and Insurance,52.0,
1226308,"Dts, Inc.",Real Estate and Rental and Leasing,53.0,DTSI
1226616,Medicinova Inc,Manufacturing,32.0,MNOV
1227025,Neophotonics Corp,Manufacturing,33.0,NPTN
1227090,Structured Obligations Corp Select Notes Trust LT SER 2003-2,Finance and Insurance,52.0,
1227265,Orion Futures Fund LP,Finance and Insurance,52.0,
1227268,Managed Futures Premier Energy Fund L.P. II,Finance and Insurance,52.0,
1227500,Equity Bancshares Inc,Finance and Insurance,52.0,
1227654,Compass Minerals International Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,CMP
1227930,Entropic Communications Inc,Manufacturing,33.0,ENTR
1228386,Transatlantic Capital Inc.,"Professional, Scientific, and Technical Services",54.0,ACRI
1228454,BCB Bancorp Inc,Finance and Insurance,52.0,BCBP
1228627,"Rexahn Pharmaceuticals, Inc.",Manufacturing,32.0,RNN
1229089,Breitling Energy Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,BERX
1229146,Surrey Bancorp,Finance and Insurance,52.0,SRYB
1229195,"Horne International, Inc.",Administrative and Support and Waste Management and Remediation Services,56.0,SPSC
1230058,Kaanapali Land LLC,Construction,23.0,
1230245,Piper Jaffray Companies,Finance and Insurance,52.0,PJC
1230276,"Pandora Media, Inc.",Information,51.0,P
1230355,"Baxano Surgical, Inc.",Manufacturing,33.0,BAXS
1230524,Cyber Apps World,"Professional, Scientific, and Technical Services",54.0,JVKG
1230634,Vestin Fund III LLC,Other Services (except Public Administration),81.0,
1231074,Kohler Capital III Corp,,,
1232241,Journal Communications Inc,Information,51.0,JRN
1232524,Jazz Pharmaceuticals PLC,Manufacturing,32.0,JAZZ
1232582,Ashford Hospitality Trust Inc,Finance and Insurance,52.0,AHT
1233275,Nexcore Healthcare Capital Corp,Real Estate and Rental and Leasing,53.0,NXHC
1234006,Gladstone Commercial Corp,Real Estate and Rental and Leasing,53.0,GOOD
1234307,Directv Financing CO Inc,Information,51.0,
1234308,Directv Holdings LLC,Information,51.0,
1235007,Endocyte Inc,Manufacturing,32.0,ECYT
1235010,Momenta Pharmaceuticals Inc,Manufacturing,32.0,MNTA
1235096,"Legacy Technology Holdings, Inc.",,,LUSA
1235468,Liquidity Services Inc,Other Services (except Public Administration),81.0,LQDT
1235662,Peninsula Gaming Corp.,"Arts, Entertainment, and Recreation",71.0,
1236275,"Silversun Technologies, Inc.",Other Services (except Public Administration),81.0,TYRIA
1236424,Nissan Master Owner Trust Receivables,Finance and Insurance,52.0,
1236997,Counterpath Corp,Information,51.0,XNWK
1237746,"Endurance International Group Holdings, Inc.",Information,51.0,EIGI
1237831,Globus Medical Inc,Manufacturing,33.0,GMED
1238289,Atlas America Public #12-2003 Limited Partnership,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1239188,General Steel Holdings Inc,Manufacturing,33.0,GSHO
1239819,Luna Innovations Inc,"Professional, Scientific, and Technical Services",54.0,LUNA
12400,Black Hills Power Inc,Utilities,22.0,
1240581,Clifton Savings Bancorp Inc,Finance and Insurance,52.0,CSBK
1241199,Capitalsource Inc,Finance and Insurance,52.0,CSE
1242047,M Wise Inc,Information,51.0,MWIS
1242513,Computer Graphics International Inc.,Information,51.0,
1243496,Flatbush Federal Bancorp Inc,Finance and Insurance,52.0,FFBN
1243703,Lehman ABS Corp CNA Financial Debenture Back SER 03 10,Finance and Insurance,52.0,
1244827,Nissan-Infiniti LT,,,
1244832,Nissan Auto Leasing LLC II,Finance and Insurance,52.0,
1244937,Enernoc Inc,Information,51.0,ENOC
1245104,Globeimmune Inc,Manufacturing,32.0,
1245791,"GI Dynamics, Inc.",Manufacturing,33.0,
1245841,"Wild Craze, Inc.","Professional, Scientific, and Technical Services",54.0,WRDS
1248124,Cheviot Financial Corp,Finance and Insurance,52.0,CHEV
1250873,Corporate Property Associates 16 Global Inc,Real Estate and Rental and Leasing,53.0,
1250897,Essential Innovations Technology Corp,Manufacturing,33.0,EITC
1251769,"Apollo Endosurgery, Inc.",Manufacturing,32.0,LPTN
1252849,"Columbia Property Trust, Inc.",Finance and Insurance,52.0,CXP
1253317,OLD Line Bancshares Inc,Finance and Insurance,52.0,OLBK
1253328,WNC Housing TAX Credit Fund VI LP Series 11,Real Estate and Rental and Leasing,53.0,
1253329,WNC Housing TAX Credit Fund VI LP Series 12,Real Estate and Rental and Leasing,53.0,
1253347,Commonwealth Income & Growth Fund V,Real Estate and Rental and Leasing,53.0,
1253557,Premier Beverage Group Corp,Manufacturing,31.0,
1253689,Glycomimetics Inc,Manufacturing,32.0,GLYC
1253710,"Cano Petroleum, Inc","Mining, Quarrying, and Oil and Gas Extraction",21.0,CFW
1253986,Arbor Realty Trust Inc,Finance and Insurance,52.0,ABR
1254371,"Debut Broadcasting Corporation, Inc.",Information,51.0,DBTB
1254419,Medassets Inc,Information,51.0,MDAS
1254595,First Potomac Realty Trust,Finance and Insurance,52.0,FPO
1254699,QVC Inc,Retail Trade,45.0,
1255474,Whiting Petroleum Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,WLL
1255604,Structured Obligations Corp Long Term Cert SER 2003 3,Finance and Insurance,52.0,
1255895,Arch Western Resources LLC,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1256069,Signature Office Reit Inc,Finance and Insurance,52.0,
1256142,Lehman ABS Corp Kraft Foods Note Backed Series 2003-11,Finance and Insurance,52.0,
1256359,Merrill Lynch Depositor Inc Pplus Trust Series Gsg-2,Finance and Insurance,52.0,
1256540,East Coast Diversified Corp,Manufacturing,33.0,ECDV
1257640,Kronos Worldwide Inc,Manufacturing,32.0,KRO
1258541,Lehman ABS Corp Goldman Sachs Note-Bk SER 2003-12,Finance and Insurance,52.0,
1258602,Nelnet Inc,Finance and Insurance,52.0,NNI
1258831,Frederick County Bancorp Inc,Finance and Insurance,52.0,FCBI
1259045,BIG Heart PET Brands,Manufacturing,31.0,
1259429,Ticc Capital Corp.,,,TICC
1259515,Control4 Corp,Manufacturing,33.0,CTRL
1259550,Local Corp,Other Services (except Public Administration),81.0,LOCM
1260125,Hyundai ABS Funding LLC,Finance and Insurance,52.0,
1260221,Transdigm Group Inc,"Professional, Scientific, and Technical Services",54.0,TDG
1260349,Southern Star Central Corp,Transportation and Warehousing,48.0,
1260429,NNN 2003 Value Fund LLC,"Arts, Entertainment, and Recreation",71.0,
1260625,"China Security & Surveillance Technology, Inc.",Manufacturing,33.0,APXWF
1260828,Central Energy Partners LP,Wholesale Trade,42.0,ENGY
1260968,Marlin Business Services Corp,Finance and Insurance,52.0,MRLN
1260990,GTX Inc /DE/,Manufacturing,32.0,GTXI
1260996,American Defense Systems Inc,Manufacturing,33.0,EAG
1261159,CNL Lifestyle Properties Inc,Finance and Insurance,52.0,
1261204,OBN Holdings Inc,Wholesale Trade,42.0,OBNH
1261249,Agile Therapeutics Inc,Manufacturing,32.0,
1261302,Rockwood Specialties Group Inc,Manufacturing,32.0,
1261379,Frontier Funds,Finance and Insurance,52.0,
1261436,Summit Financial Services Group Inc,Finance and Insurance,52.0,SFNS
1261487,Sunergy Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,SNEY
1261654,Universal Technical Institute Inc,Educational Services,61.0,UTI
1261694,Tessera Technologies Inc,Manufacturing,33.0,TSRA
1261734,"Aeolus Pharmaceuticals, Inc.",Manufacturing,32.0,AOLS
1261888,Chinacast Education Corp,Educational Services,61.0,CAST
1262039,Fortinet Inc,Manufacturing,33.0,FTNT
1262104,"MEI Pharma, Inc.",Manufacturing,32.0,MSHL
1262200,Daystar Technologies Inc,Manufacturing,33.0,DSTI
1262279,First Marblehead Corp,Finance and Insurance,52.0,FMD
1262449,Ucdp Finance Inc,"Arts, Entertainment, and Recreation",71.0,
1262450,Universal City Development Partners LTD,"Arts, Entertainment, and Recreation",71.0,
1262751,Gryphon Gold Corp,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GGN
1262768,"Diversey Holdings, Inc.",Manufacturing,32.0,
1262823,Westlake Chemical Corp,Manufacturing,32.0,WLK
1262959,Hines Real Estate Investment Trust Inc,Finance and Insurance,52.0,
1262976,Cimpress N.V.,Manufacturing,32.0,VPRT
1263364,Joway Health Industries Group Inc,,,
1263762,"Select Bancorp, Inc.",Finance and Insurance,52.0,NCBC
1263872,Transakt Ltd.,Manufacturing,33.0,
1264157,Structured Obligations Corp Long Term Certs SER 2003-4,Finance and Insurance,52.0,
1264587,Stemline Therapeutics Inc,Manufacturing,32.0,STML
1264707,Asset Acceptance Capital Corp,Finance and Insurance,52.0,AACC
1265107,Monitronics International Inc,"Professional, Scientific, and Technical Services",54.0,
1265131,Hilltop Holdings Inc.,Finance and Insurance,52.0,HTH
1265572,Kona Grill Inc,Accommodation and Food Services,72.0,KONA
1265840,Americas Wind Energy Corp,Manufacturing,33.0,AWNE
1265848,Boly Group Holdings Corp,"Professional, Scientific, and Technical Services",54.0,
1265888,Neustar Inc,Other Services (except Public Administration),81.0,NSR
12659,H&R Block Inc,Other Services (except Public Administration),81.0,HRB
1266719,"Harbin Electric, Inc",Manufacturing,33.0,HRBN
1266806,Second Sight Medical Products Inc,Manufacturing,33.0,
1266832,Lehman ABS Corp Backed Trust Certs SER 2001-8,Finance and Insurance,52.0,
1266845,Lehman ABS Corp Backed TR Cert FED EX CRP NT BCK SE 2001-37,Finance and Insurance,52.0,
1267023,LBI Media Holdings Inc,Information,51.0,
1267097,TRW Automotive Holdings Corp,Manufacturing,33.0,TRW
1267130,Cabelas Inc,Retail Trade,45.0,CAB
1267201,"Seabright Holdings, Inc.",Finance and Insurance,52.0,SEAB
1267238,Assurant Inc,Finance and Insurance,52.0,AIZ
1267332,Merrill Lynch Depositor Inc Indexplus Trust Series 2003-1,Finance and Insurance,52.0,
1267391,Modern City Entertainment Inc.,Information,51.0,
1267395,Aspen Insurance Holdings LTD,Finance and Insurance,52.0,AHL
1267425,Boston Capital TAX Credit Fund V LP,Real Estate and Rental and Leasing,53.0,
1267426,Bctc V Assignor Corp,Real Estate and Rental and Leasing,53.0,
1267565,"Collegium Pharmaceutical, Inc",Manufacturing,32.0,
1267602,Alimera Sciences Inc,Manufacturing,32.0,ALIM
1267746,Lehman ABS Corp Backed Trust Certs SER 2001-27,Finance and Insurance,52.0,
1267750,Lehman ABS Corp Bckd TR Crts FRD MOT CO DB BCK SE 2001-36,Finance and Insurance,52.0,
1267752,Lehman ABS Corp Bckd TR Crts Gdyr TR & RUB NT BCK SE 01-34,Finance and Insurance,52.0,
1267753,Lehman ABS Corp Bckd TR Crts Toys R US DB BCK SE 01-31,Finance and Insurance,52.0,
1267813,Marinus Pharmaceuticals Inc,Manufacturing,32.0,
1268236,"NEW Generation Biofuels Holdings, Inc",Manufacturing,32.0,WLHO
1268238,"Rebornne (Usa), Inc.",Manufacturing,31.0,KICH
1268290,Lehman ABS Corp Boeing Securities Back SER 2003 16 Class A 1,Finance and Insurance,52.0,
1268305,Lehman ABS Corp Sprint Capital Back SER 2003 17 Class A 1,Finance and Insurance,52.0,
1268659,"Prolor Biotech, Inc.",Manufacturing,32.0,PBTH
1268671,TNS Inc,Other Services (except Public Administration),81.0,TNS
1268984,Reddy ICE Holdings Inc,Manufacturing,31.0,FRZ
1269021,Portola Pharmaceuticals Inc,Manufacturing,32.0,PTLA
1269022,Atomic Paintball Inc,"Arts, Entertainment, and Recreation",71.0,ATOC
1269026,Amedica Corp,Manufacturing,33.0,
1269127,Greenshift Corp,Administrative and Support and Waste Management and Remediation Services,56.0,VRDM
1269190,Emerging CTA Portfolio LP,Finance and Insurance,52.0,
1269371,Structured Obligations Corp Long Term Certs SER 2003-5,Finance and Insurance,52.0,
1269871,"Physicians Formula Holdings, Inc.",Manufacturing,32.0,FACE
1269879,"Dewmar International Bmc, Inc.",Manufacturing,31.0,
1269980,Cabco Trust FOR J.C. Penney Debentures,Finance and Insurance,52.0,
1270073,Intercept Pharmaceuticals Inc,Manufacturing,32.0,ICPT
1270200,Viaspace Inc.,"Professional, Scientific, and Technical Services",54.0,VSPC
1270400,Virgin Media Inc.,Information,51.0,VMED
1270426,PDC 2003-A LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1270427,PDC 2003-B LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1270428,PDC 2003-C LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1270430,PDC 2003-D LP,"Mining, Quarrying, and Oil and Gas Extraction",21.0,
1270436,"Institutional Financial Markets, Inc.",Finance and Insurance,52.0,IFMI
1270582,Lehman ABS Corp At&T Note Backed Series 2003-18,Finance and Insurance,52.0,
1271024,Linkedin Corp,Information,51.0,LNKD
1271046,"Energy Holdings International, Inc.",Manufacturing,32.0,EGYH
1271057,"China-Biotics, Inc","Mining, Quarrying, and Oil and Gas Extraction",21.0,CHBT
1271073,"Safebrain Systems, Inc.",,,SFBR
1271075,"Usell.Com, Inc.",Other Services (except Public Administration),81.0,UPST
1271214,"Intersect Ent, Inc.",Manufacturing,33.0,
1271245,Fremont Michigan Insuracorp Inc,Finance and Insurance,52.0,FMMH
1271387,Merrill Lynch Depositor Inc Pplus Trust Series SPR 1,Finance and Insurance,52.0,
1271551,Inner Systems Inc,,,ISYS
1271625,DFC Global Corp.,Finance and Insurance,52.0,DLLR
1271808,Venture Lending & Leasing IV Inc,,,
1271833,CCO Holdings LLC,Information,51.0,
1271834,CCO Holdings Capital Corp,Information,51.0,
1271940,"China Fire & Security Group, Inc.",Manufacturing,33.0,UPRO
1272430,Paladin Realty Income Properties Inc,Finance and Insurance,52.0,
1272550,"Root9b Holdings, Inc.","Professional, Scientific, and Technical Services",54.0,PIMO
1272597,"Foundation Healthcare, Inc.",Health Care and Social Assistance,62.0,GRMH
1272754,"T Bancshares, Inc.",Finance and Insurance,52.0,FMPX
1272830,Vonage Holdings Corp,Information,51.0,VG
1272842,Airgain Inc,Manufacturing,33.0,
1272906,"UCP Holdings, Inc.","Professional, Scientific, and Technical Services",54.0,
1273385,Nutrastar International Inc.,Manufacturing,31.0,NUIN
1273441,Gran Tierra Energy Inc.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,GTE
1273507,Wind Works Power Corp.,"Mining, Quarrying, and Oil and Gas Extraction",21.0,AMXG
1273636,Applied Genetic Technologies Corp,Manufacturing,32.0,
1273685,NEW York Mortgage Trust Inc,Finance and Insurance,52.0,NYMT
1273784,National Beef Packing CO LLC,Manufacturing,31.0,
1273801,Northstar Realty Finance Corp.,Finance and Insurance,52.0,NRF
1273813,Assured Guaranty LTD,Finance and Insurance,52.0,AGO
1273931,Moneygram International Inc,Other Services (except Public Administration),81.0,MGI
1273988,Futureworld Corp.,Manufacturing,32.0,
1274000,Lehman ABS Corp Prudential Financial Note Backed SE 2003 20,Finance and Insurance,52.0,
1274032,Infosonics Corp,Retail Trade,44.0,IFO
1274055,Desert Capital Reit Inc,Finance and Insurance,52.0,
1274057,Hospira Inc,Manufacturing,32.0,HSP
1274211,Salamon Group Inc,Manufacturing,33.0,SLMU
1274494,"First Solar, Inc.",Manufacturing,33.0,FSLR
1274563,Helicos Biosciences Corp,Manufacturing,32.0,HLCS
1274644,"Ocera Therapeutics, Inc.",Manufacturing,32.0,OCRX
1274792,Merrimack Pharmaceuticals Inc,Manufacturing,32.0,MACK
1274913,"Inhibitex, Inc.",Manufacturing,32.0,INHX
1275014,"Ultra Clean Holdings, Inc.",Manufacturing,33.0,UCTT
1275101,Bank OF THE James Financial Group Inc,Finance and Insurance,52.0,BOJF
1275158,Noodles & CO,Accommodation and Food Services,72.0,NDLS
1275187,Angiodynamics Inc,Manufacturing,33.0,ANGO
1275229,"General Moly, Inc","Mining, Quarrying, and Oil and Gas Extraction",21.0,GMO
1275283,Reynolds American Inc,Manufacturing,31.0,RAI
1275477,"Bimini Capital Management, Inc.",Finance and Insurance,52.0,BMM
1275712,"GSE Holding, Inc.",Manufacturing,32.0,GSE
1275791,Mediamind Technologies Inc.,Other Services (except Public Administration),81.0,MDMD
1276187,"Energy Transfer Equity, L.P.",Transportation and Warehousing,48.0,ETE
1276262,Fairfield Futures Fund LP II,Finance and Insurance,52.0,
1276477,Morris Publishing Group LLC,Information,51.0,
1276520,Genworth Financial Inc,Finance and Insurance,52.0,GNW
1276531,Scientific Energy Inc,Real Estate and Rental and Leasing,53.0,SCFE
1276591,Hansen Medical Inc,Manufacturing,33.0,HNSN
1277092,Zhongpin Inc.,Manufacturing,31.0,ZHNP
1277141,"Borderfree, Inc.",Other Services (except Public Administration),81.0,
1277151,Apple Reit SIX Inc,Finance and Insurance,52.0,
1277254,Citizens Bancorp OF Virginia Inc,Finance and Insurance,52.0,CZBT
1277270,"Telanetix,Inc",Information,51.0,AERR
1277406,"Spirit Realty Capital, Inc.",Finance and Insurance,52.0,SFC
1277576,Global Green Solutions Inc.,Manufacturing,32.0,
1277856,Cardtronics Inc,Other Services (except Public Administration),81.0,CATM
12779,Blue Ridge Real Estate CO,Real Estate and Rental and Leasing,53.0,BLRGZ
1277902,MVB Financial Corp,Finance and Insurance,52.0,MVBF
1277998,"Stack-It Storage, Inc.","Mining, Quarrying, and Oil and Gas Extraction",21.0,STTH
1278021,Marketaxess Holdings Inc,Finance and Insurance,52.0,MKTX
1278027,"B&G Foods, Inc.",Manufacturing,31.0,BGF
1278140,Network Dealer Services Holding Corp.,Other Services (except Public Administration),81.0,
1278186,Strats Trust FOR Sprint CAP Corp SEC SER 2004 2,Finance and Insurance,52.0,
1278363,Marketing Worldwide Corp,Retail Trade,44.0,PENDING
1278384,NTS Realty Holdings LP,Finance and Insurance,52.0,NLP
1278680,Ishares Gold Trust,Finance and Insurance,52.0,
1278752,Apollo Investment Corp,,,AINV
1278892,MS Structured Saturns Series 2004-2,Finance and Insurance,52.0,
1279363,"Wellcare Health Plans, Inc.",Finance and Insurance,52.0,WCG
1279620,"Zoned Properties, Inc.","Arts, Entertainment, and Recreation",71.0,VNGM
1279651,MS Structured Saturns Series 2003-15,Finance and Insurance,52.0,
1279659,MS Structured Saturns Series 2003-7,Finance and Insurance,52.0,
1279667,MS Structured Saturns Series 2003-6,Finance and Insurance,52.0,
1279695,Universal Biosensors Inc,Manufacturing,33.0,UBI
1279704,"Cellectar Biosciences, Inc.",Manufacturing,32.0,
1279715,"Wright Investors Service Holdings, Inc.",Finance and Insurance,52.0,NPDV
1280058,Blackbaud Inc,Information,51.0,BLKB
1280203,MS Structured Saturns Series 2002-11,Finance and Insurance,52.0,
1280263,Ambarella Inc,Manufacturing,33.0,AMBA
1280396,Yukon Gold Corp Inc,"Mining, Quarrying, and Oil and Gas Extraction",21.0,YGDC
1280452,Monolithic Power Systems Inc,Manufacturing,33.0,MPWR
1280600,Acceleron Pharma Inc,Manufacturing,32.0,XLRN
1280703,MS Structured Asset Corp CBT Series 2003-1,Finance and Insurance,52.0,
1280776,Vital Therapies Inc,Manufacturing,32.0,
1280784,"Hercules Capital, Inc.",,,HTGC
1280821,"North China Horticulture, Inc.","Agriculture, Forestry, Fishing and Hunting",11.0,IDCX
